"REID","PIN","ADDRESS","LAND_CLASS","ASSESSED_VALUE_2024","VCS","ASSESSED_VALUE_2025","ASSESSED_VALUE_2021","ASSESSED_VALUE_2022","ASSESSED_VALUE_2023","ASSESSMENT_CHANGE","VCS_NEIGHBORHOOD","NEIGHBORHOOD","COUNTY","PRICE","SALE_DATE","SALE_YEAR","SALE_YEAR_ASSESSED_VALUE","SALES_RATIO"
"119002",831309988,"618   BERNICE ST","RES/ 1-FAMILY",182438,"R831A - DURHAM COTTON MANUF",561480,182438,182438,182438,207.764829695568,"DURHAM COTTON MANUF","","Durham County",380000,"2021-06-02",2021,182438,0.4801
"119023",831313581,"425   SOWELL ST","RES/ 1-FAMILY",58904,"R830G - HABITATE HAY DEVELOPMENT",209408,58904,58904,58904,255.50726606003,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",130000,"2023-03-01",2023,58904,0.453107692307692
"119024",831313477,"427   SOWELL ST","RES/ 1-FAMILY",47516,"R830G - HABITATE HAY DEVELOPMENT",182271,47516,47516,47516,283.5992086876,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",101000,"2022-09-16",2022,47516,0.470455445544554
"119055",831311691,"427   LAKELAND ST","RES/ 1-FAMILY",60759,"R830G - HABITATE HAY DEVELOPMENT",218508,60759,60759,60759,259.63067199921,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",162500,"2022-04-26",2022,60759,0.373901538461538
"119061",831313628,"422   SOWELL ST","RES/ 1-FAMILY",108252,"R830G - HABITATE HAY DEVELOPMENT",319194,108252,108252,108252,194.86198869305,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",220000,"2021-06-02",2021,108252,0.492054545454545
"119068",831310810,"427   EUGENE ST","RES/ 1-FAMILY",90796,"R830G - HABITATE HAY DEVELOPMENT",235217,90796,90796,90796,159.06097184898,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",2e+05,"2022-07-25",2022,90796,0.45398
"119072",831219526,"509   EUGENE ST","RES/ 1-FAMILY",146365,"R830G - HABITATE HAY DEVELOPMENT",254981,70173,146365,146365,74.2089980528132,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",260000,"2021-07-26",2021,70173,0.269896153846154
"119073",831310543,"432   LAKELAND ST","RES/ 2-FAMILY",140386,"R830G - HABITATE HAY DEVELOPMENT",288958,94297,94297,94297,105.83106577579,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",280000,"2024-04-12",2024,140386,0.501378571428571
"119128",831217978,"421   POTTER ST","RES/ 1-FAMILY",66020,"R830G - HABITATE HAY DEVELOPMENT",250065,66020,66020,66020,278.771584368373,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",235000,"2023-06-06",2023,66020,0.280936170212766
"119131",831217842,"427   POTTER ST","RES/ 1-FAMILY",66640,"R830G - HABITATE HAY DEVELOPMENT",233506,66640,66640,66640,250.399159663866,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",135000,"2022-08-22",2022,66640,0.49362962962963
"119135",831218973,"424   EUGENE ST","RES/ 1-FAMILY",146733,"R830G - HABITATE HAY DEVELOPMENT",286493,121964,121964,121964,95.2478310945731,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",283000,"2023-06-28",2023,121964,0.430968197879859
"119144",831216829,"424   POTTER ST","RES/ 1-FAMILY",52148,"R830G - HABITATE HAY DEVELOPMENT",190554,52148,52148,52148,265.40998696019,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",145000,"2023-09-27",2023,52148,0.359641379310345
"119153",831125703,"615   GRANT ST","RES/ 1-FAMILY",70597,"R830G - HABITATE HAY DEVELOPMENT",232402,70597,70597,70597,229.195291584628,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",140000,"2021-09-10",2021,70597,0.504264285714286
"119154",831124770,"617   GRANT ST","RES/ 1-FAMILY",251395,"R830G - HABITATE HAY DEVELOPMENT",494792,251395,251395,251395,96.8185524771773,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",503000,"2024-11-14",2024,251395,0.49979125248509
"119162",831125450,"706   COLFAX ST","RES/ 2-FAMILY",130796,"R830G - HABITATE HAY DEVELOPMENT",278987,60220,130796,130796,113.299336371143,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",170000,"2021-04-29",2021,60220,0.354235294117647
"119181",831220274,"1105   SIMMONS ST","RES/ 1-FAMILY",215050,"R830G - HABITATE HAY DEVELOPMENT",338378,21700,21240,21240,57.348523599163,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",335000,"2024-10-01",2024,215050,0.641940298507463
"119186",831128457,"1010   COLE ST","RES/ 1-FAMILY",161570,"R830G - HABITATE HAY DEVELOPMENT",279363,67562,67302,67302,72.9052423098347,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",315000,"2023-08-07",2023,67302,0.213657142857143
"119229",831033623,"5   WITHERS CT","RES/ 1-FAMILY",84357,"R830G - HABITATE HAY DEVELOPMENT",242466,84357,84357,84357,187.428429176002,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",265000,"2022-03-11",2022,84357,0.318328301886792
"119230",831034603,"4   WITHERS CT","RES/ 1-FAMILY",92182,"R830G - HABITATE HAY DEVELOPMENT",263342,92182,92182,92182,185.676162374433,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",225000,"2022-04-18",2022,92182,0.409697777777778
"119231",831034678,"3   WITHERS CT","RES/ 1-FAMILY",91817,"R830G - HABITATE HAY DEVELOPMENT",266866,91817,91817,91817,190.649879651916,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",250000,"2022-04-18",2022,91817,0.367268
"119232",831034776,"2   WITHERS CT","RES/ 1-FAMILY",89070,"R830G - HABITATE HAY DEVELOPMENT",260095,89070,89070,89070,192.011900752217,"HABITATE HAY DEVELOPMENT","Grant Street","Durham County",225000,"2022-04-18",2022,89070,0.395866666666667
"119272",821925928,"11   FISHER PL","RES/ 2-FAMILY",186060,"R821A - SOUTHSIDE NEW CONSTR",292063,113206,113206,113206,56.9724819950554,"SOUTHSIDE NEW CONSTR","","Durham County",275000,"2023-12-11",2023,113206,0.411658181818182
"119277",821935077,"416  E PIEDMONT AVE","RES/ 2-FAMILY",130453,"R821A - SOUTHSIDE NEW CONSTR",324980,130453,130453,130453,149.116540056572,"SOUTHSIDE NEW CONSTR","","Durham County",355000,"2024-06-26",2024,130453,0.36747323943662
"119278",821935007,"412  E PIEDMONT AVE","RES/ 2-FAMILY",129042,"R821A - SOUTHSIDE NEW CONSTR",327113,129042,129042,129042,153.493436245563,"SOUTHSIDE NEW CONSTR","","Durham County",355000,"2024-06-26",2024,129042,0.363498591549296
"119281",821933008,"404  E PIEDMONT AVE","RES/ MULTIPLE DWG'S",222012,"R821A - SOUTHSIDE NEW CONSTR",295300,222012,222012,222012,33.0108282435184,"SOUTHSIDE NEW CONSTR","","Durham County",275000,"2023-03-15",2023,222012,0.807316363636364
"119297",821923772,"311  E UMSTEAD ST","RES/ 1-FAMILY",136703,"R821A - SOUTHSIDE NEW CONSTR",292044,136703,136703,136703,113.633936343753,"SOUTHSIDE NEW CONSTR","","Durham County",125000,"2021-02-04",2021,136703,1.093624
"119300",821925733,"317  E UMSTEAD ST","RES/ 1-FAMILY",295545,"R821A - SOUTHSIDE NEW CONSTR",480150,56550,295545,295545,62.4625691519058,"SOUTHSIDE NEW CONSTR","","Durham County",246500,"2021-10-18",2021,56550,0.229411764705882
"119302",821926724,"321  E UMSTEAD ST","RES/ 1-FAMILY",271406,"R821A - SOUTHSIDE NEW CONSTR",314282,110277,110277,209179,15.7977347589957,"SOUTHSIDE NEW CONSTR","","Durham County",325000,"2024-03-08",2024,271406,0.835095384615385
"119310",821925822,"10   FISHER PL","RES/ 2-FAMILY",135487,"R821A - SOUTHSIDE NEW CONSTR",291259,135487,135487,135487,114.971916124794,"SOUTHSIDE NEW CONSTR","","Durham County",197500,"2021-11-18",2021,135487,0.686010126582278
"119311",821924833,"8   FISHER PL","RES/ 2-FAMILY",186917,"R821A - SOUTHSIDE NEW CONSTR",288905,186917,186917,186917,54.5632553486307,"SOUTHSIDE NEW CONSTR","","Durham County",275000,"2023-12-11",2023,186917,0.679698181818182
"119312",821923863,"6   FISHER PL","RES/ 2-FAMILY",114303,"R821A - SOUTHSIDE NEW CONSTR",275831,114303,114303,114303,141.315626011566,"SOUTHSIDE NEW CONSTR","","Durham County",197500,"2021-11-18",2021,114303,0.578749367088608
"119530",822160988,"1605   ALBANY ST","RES/ 1-FAMILY",460139,"R822F - WATTS HILLANDALE",630135,344471,460139,460139,36.9444885132536,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",625000,"2021-10-29",2021,344471,0.5511536
"119539",812963119,"2518  W WILSON ST","RES/ 1-FAMILY",405454,"R822F - WATTS HILLANDALE",690083,405454,405454,405454,70.2000720180341,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",486000,"2021-06-11",2021,405454,0.834267489711934
"119574",812955812,"2500  W WOODROW ST","RES/ 1-FAMILY",281617,"R822F - WATTS HILLANDALE",677833,281617,281617,281617,140.693210992234,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",680000,"2024-07-03",2024,281617,0.414142647058824
"119583",812969049,"1400   GEORGIA AVE","RES/ 1-FAMILY",505163,"R822F - WATTS HILLANDALE",904292,505163,505163,505163,79.0099433252237,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",825000,"2021-08-02",2021,505163,0.612318787878788
"119590",812761717,"1511   BELLEVUE AVE","RES/ 1-FAMILY",269918,"R812C - SPRUNT & MOUNTAINVIEW",525527,269918,269918,269918,94.6987603642588,"SPRUNT & MOUNTAINVIEW","Watts Hospital-Hillandale","Durham County",520000,"2024-06-07",2024,269918,0.519073076923077
"119593",812669439,"1302   ROSEMARY AVE","RES/ 1-FAMILY",241016,"R812C - SPRUNT & MOUNTAINVIEW",422145,241016,241016,241016,75.1522720483287,"SPRUNT & MOUNTAINVIEW","Watts Hospital-Hillandale","Durham County",364000,"2021-07-12",2021,241016,0.662131868131868
"119600",812667858,"3201   SPRUNT AVE","RES/ 1-FAMILY",247876,"R812C - SPRUNT & MOUNTAINVIEW",489278,247876,247876,247876,97.3882102341493,"SPRUNT & MOUNTAINVIEW","Watts Hospital-Hillandale","Durham County",510000,"2022-06-21",2022,247876,0.48603137254902
"119601",812666858,"3205   SPRUNT AVE","RES/ 1-FAMILY",230398,"R812C - SPRUNT & MOUNTAINVIEW",433811,205833,230398,230398,88.2876587470377,"SPRUNT & MOUNTAINVIEW","Watts Hospital-Hillandale","Durham County",429000,"2024-12-16",2024,230398,0.537058275058275
"119602",812665859,"3209   SPRUNT AVE","RES/ 1-FAMILY",256155,"R812C - SPRUNT & MOUNTAINVIEW",498013,256155,256155,256155,94.4186137299682,"SPRUNT & MOUNTAINVIEW","Watts Hospital-Hillandale","Durham County",410000,"2022-06-24",2022,256155,0.624768292682927
"119604",812662823,"322  N LASALLE ST","RES/ 1-FAMILY",256747,"R812C - SPRUNT & MOUNTAINVIEW",465536,256747,256747,256747,81.320911247259,"SPRUNT & MOUNTAINVIEW","Watts Hospital-Hillandale","Durham County",411500,"2023-10-23",2023,256747,0.623929526123937
"119616",812662723,"320  N LASALLE ST","RES/ 1-FAMILY",216886,"R812C - SPRUNT & MOUNTAINVIEW",467329,193910,193910,193910,115.472183543428,"SPRUNT & MOUNTAINVIEW","Watts Hospital-Hillandale","Durham County",460000,"2022-05-03",2022,193910,0.42154347826087
"119642",812732654,"2812   CREST ST","RES/ 1-FAMILY",114054,"R812A - CREST ST",301103,114054,114054,114054,164.000385782173,"CREST ST","Crest Street","Durham County",190000,"2021-05-06",2021,114054,0.600284210526316
"119665",812735461,"2801   CREST ST","RES/ 1-FAMILY",128490,"R812A - CREST ST",301761,120398,120398,120398,134.851739434975,"CREST ST","Crest Street","Durham County",280000,"2023-11-30",2023,120398,0.429992857142857
"119666",812736411,"2719   CREST ST","RES/ 1-FAMILY",173592,"R812A - CREST ST",296048,115773,115773,115773,70.5424213097378,"CREST ST","Crest Street","Durham County",2e+05,"2021-04-27",2021,115773,0.578865
"119697",832195035,"102  W EDGEWOOD DR","RES/ 1-FAMILY",280221,"R832E - NE ROXBORO & I-85",522723,212906,212906,212906,86.5395527101823,"NE ROXBORO & I-85","Northgate Park","Durham County",597000,"2024-08-16",2024,280221,0.469381909547739
"119699",832195211,"2907   FARTHING ST","RES/ 1-FAMILY",357212,"R832E - NE ROXBORO & I-85",573976,357212,357212,357212,60.6821719315141,"NE ROXBORO & I-85","Northgate Park","Durham County",525000,"2022-12-19",2022,357212,0.68040380952381
"119709",832099100,"2910   ELGIN ST","RES/ 1-FAMILY",238456,"R832E - NE ROXBORO & I-85",414369,238456,238456,238456,73.7716811487235,"NE ROXBORO & I-85","Northgate Park","Durham County",415000,"2022-09-22",2022,238456,0.574592771084337
"119712",832088884,"2810   ELGIN ST","RES/ 1-FAMILY",238828,"R832E - NE ROXBORO & I-85",437375,218484,218484,238828,83.1338871489105,"NE ROXBORO & I-85","Northgate Park","Durham County",450000,"2022-04-12",2022,218484,0.48552
"119722",832180799,"2809   SHENANDOAH AVE","RES/ 1-FAMILY",164399,"R832E - NE ROXBORO & I-85",359094,164399,164399,164399,118.428335938783,"NE ROXBORO & I-85","Northgate Park","Durham County",395000,"2022-05-11",2022,164399,0.4162
"119723",832180885,"2811   SHENANDOAH AVE","RES/ 1-FAMILY",191482,"R832E - NE ROXBORO & I-85",343076,148070,191482,191482,79.1687991560565,"NE ROXBORO & I-85","Northgate Park","Durham County",310000,"2021-05-05",2021,148070,0.477645161290323
"119737",832085515,"304  W MAYNARD AVE","RES/ 1-FAMILY",197979,"R832E - NE ROXBORO & I-85",351877,197979,197979,197979,77.7345071952076,"NE ROXBORO & I-85","Northgate Park","Durham County",360000,"2022-03-14",2022,197979,0.549941666666667
"119739",832086537,"300  W MAYNARD AVE","RES/ 1-FAMILY",183030,"R832E - NE ROXBORO & I-85",340040,183030,183030,183030,85.7837512976015,"NE ROXBORO & I-85","Northgate Park","Durham County",387000,"2023-02-23",2023,183030,0.472945736434109
"119750",822988584,"418  W MAYNARD AVE","RES/ 1-FAMILY",225468,"R832E - NE ROXBORO & I-85",423356,225468,225468,225468,87.7676654780279,"NE ROXBORO & I-85","Northgate Park","Durham County",426000,"2024-09-05",2024,225468,0.529267605633803
"119758",832083614,"2805   BUTNER ST","RES/ 1-FAMILY",201403,"R832E - NE ROXBORO & I-85",306625,201403,201403,201403,52.2445047988362,"NE ROXBORO & I-85","Northgate Park","Durham County",378000,"2021-08-18",2021,201403,0.532812169312169
"119762",832081897,"2822   HERRING BLVD","RES/ 1-FAMILY",194783,"R832E - NE ROXBORO & I-85",421996,194783,194783,194783,116.649296909895,"NE ROXBORO & I-85","Northgate Park","Durham County",421500,"2024-03-08",2024,194783,0.46211862396204
"119766",832091122,"2829   HERRING BLVD","RES/ 1-FAMILY",348334,"R832E - NE ROXBORO & I-85",495272,348232,348232,348232,42.1830771615748,"NE ROXBORO & I-85","Northgate Park","Durham County",610000,"2023-03-01",2023,348232,0.570872131147541
"119773",822989809,"2817   HERRING BLVD","RES/ 1-FAMILY",274574,"R832E - NE ROXBORO & I-85",439044,260408,260408,260408,59.9000633708946,"NE ROXBORO & I-85","Northgate Park","Durham County",425000,"2022-06-21",2022,260408,0.612724705882353
"119774",822987633,"2807   HERRING BLVD","RES/ 1-FAMILY",226394,"R832E - NE ROXBORO & I-85",430627,226394,226394,226394,90.2113130206631,"NE ROXBORO & I-85","Northgate Park","Durham County",283500,"2021-01-22",2021,226394,0.798567901234568
"119789",832084195,"306   GRESHAM AVE","RES/ 1-FAMILY",183897,"R832E - NE ROXBORO & I-85",352685,183897,183897,183897,91.7839877757658,"NE ROXBORO & I-85","Northgate Park","Durham County",245000,"2021-05-14",2021,183897,0.7506
"119795",832087214,"2707   ELGIN ST","RES/ 1-FAMILY",167382,"R832E - NE ROXBORO & I-85",318201,167382,167382,167382,90.1046707531276,"NE ROXBORO & I-85","Northgate Park","Durham County",275000,"2021-08-31",2021,167382,0.608661818181818
"119803",832084323,"309  W MAYNARD AVE","RES/ 1-FAMILY",143839,"R832E - NE ROXBORO & I-85",377550,143839,143839,143839,162.480968304841,"NE ROXBORO & I-85","Northgate Park","Durham County",385000,"2024-05-21",2024,143839,0.373607792207792
"119806",832082303,"407  W MAYNARD AVE","RES/ 1-FAMILY",245755,"R832E - NE ROXBORO & I-85",380842,245755,245755,245755,54.9681593456898,"NE ROXBORO & I-85","Northgate Park","Durham County",535000,"2022-04-06",2022,245755,0.459355140186916
"119810",822989361,"417  W MAYNARD AVE","RES/ 1-FAMILY",251908,"R832E - NE ROXBORO & I-85",369293,251908,251908,251908,46.5983613065087,"NE ROXBORO & I-85","Northgate Park","Durham County",375000,"2021-03-18",2021,251908,0.671754666666667
"119811",822989301,"419  W MAYNARD AVE","RES/ 1-FAMILY",226170,"R832E - NE ROXBORO & I-85",419905,180551,143346,226170,85.659017553168,"NE ROXBORO & I-85","Northgate Park","Durham County",488000,"2022-09-09",2022,143346,0.293741803278689
"119812",822988341,"421  W MAYNARD AVE","RES/ 1-FAMILY",258029,"R832E - NE ROXBORO & I-85",352958,258029,258029,258029,36.7900507307318,"NE ROXBORO & I-85","Northgate Park","Durham County",370000,"2022-07-21",2022,258029,0.697375675675676
"119818",832089253,"2704   ELGIN ST","RES/ 1-FAMILY",179645,"R832E - NE ROXBORO & I-85",324854,179645,179645,179645,80.8310835258426,"NE ROXBORO & I-85","Northgate Park","Durham County",280000,"2022-04-08",2022,179645,0.641589285714286
"119824",832181219,"2707   SHENANDOAH AVE","RES/ 1-FAMILY",265021,"R832E - NE ROXBORO & I-85",416240,265021,265021,265021,57.0592519083393,"NE ROXBORO & I-85","Northgate Park","Durham County",350000,"2021-07-28",2021,265021,0.757202857142857
"119827",832181416,"2713   SHENANDOAH AVE","RES/ 1-FAMILY",183893,"R832E - NE ROXBORO & I-85",327479,183893,183893,183893,78.0812755243538,"NE ROXBORO & I-85","Northgate Park","Durham County",350000,"2023-06-30",2023,183893,0.525408571428571
"119830",832185404,"105  W MAYNARD AVE","RES/ 1-FAMILY",185642,"R832E - NE ROXBORO & I-85",415446,185642,185642,185642,123.788797793603,"NE ROXBORO & I-85","Northgate Park","Durham County",430000,"2024-06-20",2024,185642,0.431725581395349
"119847",832186805,"101  W EDGEWOOD DR","RES/ 1-FAMILY",160810,"R832E - NE ROXBORO & I-85",390848,160810,160810,160810,143.049561594428,"NE ROXBORO & I-85","Northgate Park","Durham County",420000,"2024-05-23",2024,160810,0.382880952380952
"119849",832185804,"105  W EDGEWOOD DR","RES/ 1-FAMILY",156260,"R832E - NE ROXBORO & I-85",284452,156260,156260,156260,82.0376295917061,"NE ROXBORO & I-85","Northgate Park","Durham County",265000,"2021-09-16",2021,156260,0.58966037735849
"119856",832182662,"114  W MAYNARD AVE","RES/ 1-FAMILY",183783,"R832E - NE ROXBORO & I-85",301712,183783,183783,183783,64.1675236556156,"NE ROXBORO & I-85","Northgate Park","Durham County",325000,"2022-11-18",2022,183783,0.565486153846154
"119875",832381498,"2809   STATE ST","RES/ 1-FAMILY",157344,"R832E - NE ROXBORO & I-85",366822,157344,157344,157344,133.133770591824,"NE ROXBORO & I-85","Colonial Village","Durham County",360000,"2024-04-30",2024,157344,0.437066666666667
"119882",832381713,"408  E MAYNARD AVE","RES/ 1-FAMILY",150966,"R832E - NE ROXBORO & I-85",215045,150966,150966,150966,42.4459812143132,"NE ROXBORO & I-85","Colonial Village","Durham County",205000,"2024-10-15",2024,150966,0.736419512195122
"119887",832287505,"2726  N ROXBORO ST","RES/ 1-FAMILY",326705,"R832E - NE ROXBORO & I-85",347245,326705,326705,326705,6.28701733980196,"NE ROXBORO & I-85","Bragtown","Durham County",340000,"2021-04-23",2021,326705,0.960897058823529
"119892",832288303,"307   HUGO ST","RES/ 1-FAMILY",197496,"R832E - NE ROXBORO & I-85",269726,197496,197496,197496,36.5728926155466,"NE ROXBORO & I-85","Colonial Village","Durham County",316000,"2022-04-07",2022,197496,0.624987341772152
"119894",832288539,"2817   BANNER ST","RES/ 1-FAMILY",225645,"R832E - NE ROXBORO & I-85",315023,225645,225645,225645,39.6100068691972,"NE ROXBORO & I-85","Bragtown","Durham County",380000,"2022-04-20",2022,225645,0.593802631578947
"119907",832280772,"115  E MAYNARD AVE","RES/ 1-FAMILY",269948,"R832E - NE ROXBORO & I-85",433815,269948,269948,269948,60.7031724628447,"NE ROXBORO & I-85","Northgate Park","Durham County",416500,"2022-02-28",2022,269948,0.648134453781513
"119934",832370919,"403   HAMMOND ST","RES/ 1-FAMILY",131729,"R832E - NE ROXBORO & I-85",260382,131729,131729,131729,97.6649029446819,"NE ROXBORO & I-85","Colonial Village","Durham County",70000,"2021-08-26",2021,131729,1.88184285714286
"119937",832371969,"409   HAMMOND ST","RES/ 1-FAMILY",155995,"R832E - NE ROXBORO & I-85",238243,155995,155995,155995,52.7247668194493,"NE ROXBORO & I-85","Colonial Village","Durham County",365000,"2022-05-26",2022,155995,0.427383561643836
"119938",832372919,"411   HAMMOND ST","RES/ 1-FAMILY",199167,"R832E - NE ROXBORO & I-85",275206,121781,143738,199167,38.178513508764,"NE ROXBORO & I-85","Colonial Village","Durham County",185000,"2022-02-08",2022,143738,0.776962162162162
"119941",832383114,"416   HUGO ST","RES/ 1-FAMILY",146145,"R832E - NE ROXBORO & I-85",310246,146145,146145,146145,112.286427862739,"NE ROXBORO & I-85","Colonial Village","Durham County",177000,"2021-06-29",2021,146145,0.825677966101695
"119963",832280081,"2703   HIGHLAND AVE","RES/ 1-FAMILY",226139,"R832E - NE ROXBORO & I-85",356123,226139,226139,226139,57.4796916940466,"NE ROXBORO & I-85","Northgate Park","Durham County",340000,"2024-09-12",2024,226139,0.665114705882353
